FBID_KEY;2e;4e;6e;8e;10e;12e;14e;16e;18e;20e;22e;24e;L1;L2;L312hr;L3dark;L3light;L3clear;WPP12;WPP122;WPP24;pup2;pup3;pup4
FBgn0035089;2,61841;1,38683;1,2986;2,94803;6,14642;9,76901;24,1372;215,516;951,539;547,355;200,998;251,572;135,717;549,702;311,528;152,426;135,491;154,394;103,593;2111,31;182,894;134,025;212,642;58,0317
FBgn0040291;26,2413;36,5269;44,9569;20,9556;17,8326;12,504;11,443;18,5025;13,8239;4,7134;8,39752;9,46451;12,8548;4,91357;3,30474;6,6128;14,0296;18,764;14,4826;26,9471;43,7809;39,9281;43,5898;58,4451
FBgn0034063;19,3491;14,9383;13,5899;15,1542;12,2647;9,72721;10,1875;8,08431;6,80113;8,19849;8,32696;8,97709;4,39895;4,14059;9,87635;21,5419;28,5741;24,8276;16,276;14,2109;15,8315;12,0283;7,77773;5,92413
FBgn0030091;15,8545;30,048;27,2924;24,6707;21,0226;15,0727;13,2974;14,0691;8,90399;5,55169;9,7464;8,96697;7,17369;5,81571;5,38489;4,87362;8,71833;9,83552;9,25046;11,3591;16,347;8,9777;4,82227;4,60272
FBgn0086445;25,1238;22,2202;10,8199;11,0135;11,1487;7,37924;7,66685;7,61531;6,19168;3,52536;7,28851;7,55892;3,01154;3,34535;3,14761;3,42159;4,19447;4,34449;3,8461;4,75172;4,99542;3,86972;3,1272;2,11421
FBgn0039702;24,0695;4,02512;4,89405;7,27357;7,47932;8,6634;5,68642;4,32285;3,2812;3,42314;2,33877;2,43225;2,79169;2,7513;2,64018;2,57469;4,53014;5,36387;5,32206;8,96632;7,4231;5,92921;4,25156;4,96285
FBgn0037205;16,2958;15,3622;3,5504;2,99248;4,57699;2,63529;3,86604;3,5006;2,59878;1,0624;2,49662;3,60706;0,101359;0,109746;0,179861;0,272326;0,691788;0,922317;0,784162;0,874059;1,13018;0,843716;0,506949;0,652374
FBgn0051116;0,0773284;0,116788;0,622296;0,29196;0,315744;0,326875;0,718762;2,2431;7,30172;11,4418;17,1438;18,4093;12,972;10,7177;7,92401;13,5632;10,0467;8,07211;13,6897;11,1971;6,62;5,11823;5,57519;31,5503
FBgn0034380;21,7858;24,9767;22,9132;20,089;19,0694;17,5559;15,5367;11,6185;9,54531;6,78872;8,45737;9,72117;5,75595;5,80214;4,58808;6,01747;7,53765;8,85198;9,97362;9,80141;11,6518;9,17106;6,49235;4,67134
FBgn0032084;27,4977;9,22053;5,44339;3,08604;7,87301;8,97426;10,5588;6,19791;26,9568;35,6339;13,1568;25,0048;6,12907;8,19085;7,61906;4,2694;3,60756;5,82213;1,27878;10,4657;3,70549;6,4804;14,0787;14,608
FBgn0050052;0,0249072;0,0853599;0,041389;0,0845953;0,0765689;0,136129;0,171964;0,0209168;0,670002;3,06156;14,9094;17,8788;31,7535;17,1404;13,2697;21,725;15,2708;10,5917;5,51226;2,5264;0,675509;0,849661;0,817861;7,56941
FBgn0010051;9,75259;2,92804;5,18792;8,91653;9,84393;10,9471;23,1023;17,1423;14,6334;13,088;11,3419;12,7449;11,4658;10,0729;7,96835;6,34163;9,79872;8,07316;12,0124;7,57561;9,46209;15,3205;8,27373;8,28176
FBgn0033170;0,628816;1,60943;2,13588;2,8956;2,02302;3,84983;2,28191;2,4462;4,48004;30,6059;47,6858;44,6834;20,1745;6,18561;12,1499;38,429;38,4938;17,7126;7,77748;9,72888;7,68057;7,34477;4,2373;54,4498
FBgn0014340;37,4101;42,7861;21,1608;23,6409;23,024;17,6988;13,3973;14,5656;11,5103;5,82143;13,0007;10,555;5,00508;3,93554;3,35756;3,58558;6,07529;5,38329;5,12256;6,74913;8,04904;4,19607;2,3814;2,37603
FBgn0033752;24,1835;27,1146;13,2004;13,9976;13,9078;12,8275;12,2406;11,0954;9,50338;7,41212;14,1878;13,0626;3,99797;3,73122;4,31543;4,81782;7,57226;7,22122;6,39218;6,5281;8,32219;7,14322;5,01895;3,68067
FBgn0261570;19,5215;13,2319;34,8011;51,1299;31,2598;16,2011;16,1599;9,39768;5,799;5,86696;5,14308;5,0681;2,67308;1,72755;1,42193;2,12586;4,25614;4,25607;6,59685;7,77359;6,34301;0;0;1,93974
FBgn0039051;0,14374;0,246306;0,151275;0,439379;1,00159;2,91793;4,96203;15,632;33,1161;57,1515;212,109;203,007;110,672;88,7988;72,6382;57,5405;20,9027;7,03131;1,7275;0;0;0;0;8,77183
FBgn0035043;0,181639;0,0829995;0,187808;0,678612;0,980279;11,0808;21,7676;30,294;30,5044;40,8623;39,6132;37,4131;32,8766;29,7499;19,8734;29,574;25,8919;21,6409;10,7463;4,12199;3,37474;2,40104;3,32412;6,10373
FBgn0262728;2,38353;0,620575;1,59392;1,22226;1,76549;2,11202;3,10095;6,60075;12,7717;26,1734;41,7542;43,4471;55,5033;28,1804;10,7433;13,3233;16,9707;17,6591;14,194;14,2377;10,5811;13,1084;26,5052;23,9298
FBgn0004228;0,417861;0,596691;0,578642;1,75186;3,2382;22,165;54,0937;44,7415;59,5082;26,5312;39,2323;61,4981;40,296;73,7266;27,9295;41,9625;31,1294;29,0832;6,46884;1,86331;1,75854;2,35719;3,08723;4,09644
FBgn0038804;14,2355;20,3821;16,812;4,04261;5,0007;8,41967;14,6725;28,3576;27,46;17,7803;27,7431;28,6639;35,4337;37,0579;40,3521;16,5485;11,0236;8,96515;11,2868;52,0268;13,2129;9,77863;3,61132;7,33171
FBgn0044419;4,04698;7,20512;11,8619;12,1004;13,1226;1,57E-10;1,83E-10;7,73502;7,1693;3,75785;2,61635;8,14252;7,52778;5,52361;4,01446;6,27069;10,5221;1,29E-10;0,618416;4,46696;0,904512;2,6326;5,28123;8,64146
FBgn0032779;6,02058;1,62457;0,471479;2,63537;5,27591;13,2431;10,0856;12,8841;14,561;17,3151;19,063;17,5227;18,3641;15,9547;12,76;12,6893;8,5592;7,31848;8,64143;9,83302;6,70804;8,56488;9,33248;11,6008
FBgn0263968;12,2083;17,3128;24,2053;27,161;20,6797;15,0858;15,8644;13,7423;9,46503;8,0827;9,02011;8,38942;10,9374;7,68945;6,27905;5,16218;8,86241;8,52766;10,0015;10,1203;13,5141;8,26371;5,65082;5,48926
FBgn0010531;8,15345;1,23016;1,68356;3,0563;3,49376;6,55421;4,28347;2,49157;2,87622;3,83487;4,35668;4,5238;5,45317;6,79081;8,28497;8,22934;9,19152;11,243;10,6092;9,64956;8,54984;5,68077;3,75583;5,24121
FBgn0047133;0,464163;0,408696;0,267461;0,300609;1,26443;1,31236;4,14947;23,0669;175,936;257,749;229,376;277,144;169,765;209,248;395,951;345,572;234,802;149,017;35,8858;2,36637;0,625484;6,10933;120,009;34,4982
FBgn0035470;7,68118;15,2966;22,2753;16,2927;16,42;17,1088;13,7101;8,76246;7,63624;7,46936;7,04717;7,84004;7,5423;9,35978;8,44989;10,2449;12,585;14,8005;14,6702;14,712;18,5343;12,4696;8,56679;8,20427
FBgn0036922;29,5261;19,9833;27,1757;33,2384;27,6301;35,7253;20,0241;21,3024;13,6342;11,762;6,65538;7,01718;7,80654;4,7514;3,61952;7,30707;10,5736;11,5268;10,8323;12,802;16,8804;15,7313;8,95136;6,64472
FBgn0040321;1,52881;0,844128;0,889163;1,70919;2,10186;10,1759;12,6743;4,33308;0,806371;1,05014;4,77649;5,62317;12,72;14,3213;30,1463;69,749;80,3527;82,7993;90,6825;79,9449;114,285;67,4179;14,7338;17,7768
FBgn0045064;2,95546;8,43341;16,7131;20,4187;24,3648;29,0118;32,8316;29,0275;35,5056;46,168;19,4311;28,8414;11,0073;8,0776;3,9378;16,963;52,912;151,731;194,29;94,1132;33,4987;21,1928;12,774;14,5585
FBgn0000482;18,5216;19,4338;21,7401;27,6636;24,6929;22,8024;18,8181;18,9888;12,7013;9,71616;12,0544;11,0393;8,4466;6,43632;5,81636;7,07724;10,7805;11,0946;10,1929;12,6603;14,7033;8,62416;6,19595;5,63539
FBgn0030351;13,3597;13,7897;10,1241;19,807;20,6159;26,755;32,98;22,6595;21,1398;11,3711;9,12455;12,5036;9,0528;15,1162;9,36345;7,55425;9,19589;11,2808;16,1308;13,2699;19,5774;21,8301;13,7132;7,36922
FBgn0038499;25,8356;26,7182;25,0356;27,7403;23,096;17,4344;17,2226;11,7081;10,303;9,2554;11,9172;11,0068;8,96147;7,73425;5,92339;7,02685;11,2793;14,2674;15,6713;14,7255;18,0189;11,661;6,23299;4,28859
FBgn0027364;0,466618;6,49073;27,6242;12,8032;8,15595;4,71899;2,48177;2,27751;0,839283;0,929666;0,486595;0,49271;0,315997;0,16793;0,186841;0,258641;0,35718;0,444015;0,622925;0,62086;1,73308;1,24322;0,729934;3,5944
FBgn0000464;14,352;16,4785;11,5777;8,32025;10,3876;9,55979;18,3575;20,9037;22,6962;23,1462;19,5184;21,644;18,4009;7,57717;3,8176;3,17014;7,24378;9,35232;10,8413;14,7505;28,383;27,2566;19,8617;8,34258
FBgn0038735;17,0875;18,8976;14,7818;13,9963;16,094;12,1247;12,2869;9,63737;16,1857;20,0707;17,6528;20,7275;11,8264;11,417;10,3157;10,606;12,9151;14,4384;12,8225;12,9692;18,2068;27,8838;27,5472;18,2815
FBgn0004516;0,0876741;0,0894813;0,0723338;0,150075;0,403207;1,1523;3,06843;8,22089;27,5047;51,0771;59,4964;70,4138;62,4509;20,4963;5,7343;2,62302;2,4103;1,8063;1,54296;3,15076;3,45161;8,33849;38,3542;68,3984
FBgn0047178;19,9652;28,8278;17,3596;13,1691;17,7807;20,0709;25,802;8,97693;12,0673;13,1503;25,9457;29,9744;11,5342;9,13089;10,5221;8,96318;8,52818;16,3932;26,028;8,39689;8,77486;7,21632;6,64025;4,84765
FBgn0067779;17,0117;14,1505;16,6999;11,9073;13,4289;9,94808;21,0974;10,4768;12,9649;8,51481;13,8171;16,9489;3,30192;5,62504;3,76803;5,04476;9,30739;12,6897;12,3469;12,896;17,3613;18,9352;7,94195;5,09973
FBgn0035839;15,1716;3,24291;2,05262;1,48216;2,22302;2,21885;2,31458;2,50674;1,95724;2,14828;2,33854;2,97632;5,46519;5,09021;4,55228;10,807;16,037;22,8403;19,2226;8,86487;11,6005;10,5064;5,87599;5,07756
FBgn0083986;4,67098;0,722582;3,80009;9,37827;9,37346;12,1186;14,4756;7,43664;9,58534;8,68963;10,4505;13,1114;12,3393;17,8481;15,0475;9,63665;7,87453;9,78188;8,37918;9,8706;10,8753;16,0793;28,1192;11,4081
FBgn0040366;21,008;5,72735;5,32567;5,51554;4,04133;2,2239;1,73923;1,45034;1,14206;0,913254;0,720716;0,95808;1,4036;1,60195;1,39004;1,775;3,15163;3,78515;3,45681;3,82218;3,90526;2,49141;1,47275;1,21084
FBgn0259711;15,4809;1,98452;0,411779;0,258396;0,721538;1,62727;2,20544;1,78919;3,21196;3,52809;4,68399;7,7856;3,27316;3,56437;4,50856;6,92184;6,64944;8,37989;6,84001;6,89414;7,93956;6,6199;3,89302;3,33254
FBgn0037981;26,6975;45,6597;36,8675;28,6041;23,6498;24,0424;16,4959;17,4034;12,5711;12,4906;16,1823;12,5421;5,14749;4,07012;4,26139;5,71505;8,56662;10,2845;12,1065;10,4158;11,7783;8,7099;5,25785;5,18217
FBgn0032921;18,8869;15,1966;19,4113;21,6155;20,1159;21,8135;15,1895;5,28292;5,27927;3,97094;7,65566;9,02713;11,169;7,68545;5,31939;5,1464;8,70139;15,882;15,6759;8,94896;10,9661;9,89395;8,09787;5,46072
FBgn0036896;15,945;20,2135;43,046;50,3915;37,7409;24,4537;29,2053;21,4209;21,9808;22,4916;23,542;25,7618;17,1177;9,03506;8,12342;6,42689;11,8152;15,9037;13,8996;13,8411;22,5858;13,5482;11,1484;7,18667
FBgn0039768;0,0256305;0,341595;0,250813;0,116069;0,0787924;0,0133411;0,0321742;0,0860965;0,0743533;0,518899;14,2674;9,8374;83,335;85,0722;41,5756;14,8591;1,79648;0,316608;0,0688693;0,146879;0,287638;0,0971482;0,0336644;0,746815
FBgn0038143;0,0300035;0,156222;0,0671537;0,077454;0,123585;0,441092;1,73326;2,79796;4,79941;5,43539;6,40963;8,42215;8,06367;3,49569;1,95814;1,42746;1,89101;2,21655;1,96984;5,43727;7,61806;25,3299;40,0164;21,0924
FBgn0036891;0,0870193;0,0928638;0,101852;1,25761;3,51259;11,6132;8,44634;7,15009;10,5259;15,1747;8,3014;9,96414;13,0011;13,9935;32,3616;22,118;17,1325;14,2678;15,8603;81,8492;10,5212;6,33913;13,4394;77,0688
FBgn0030801;17,0834;18,8272;12,6046;11,2509;11,6443;10,203;9,59526;5,37955;5,69528;4,08615;7,22434;8,05391;5,32193;5,36059;5,56444;5,52035;5,19603;7,14665;7,38659;6,01299;7,33321;5,75046;4,05549;1,97514
FBgn0051040;14,3171;6,83389;13,8014;13,5476;10,5322;10,1942;8,06894;6,15664;4,41531;3,54743;3,29626;3,13378;5,70554;5,31651;4,16321;5,41353;7,36095;7,64758;7,89686;9,44247;11,6773;7,31597;4,45072;3,52267
FBgn0086444;18,8097;16,5313;28,9615;27,4865;19,7924;16,0748;10,622;7,54162;4,34938;3,62415;2,77412;2,65532;6,04909;5,48173;4,91986;5,31071;6,90005;7,3775;7,14877;9,21363;10,8116;5,6545;3,85803;3,10412
FBgn0037521;12,2775;12,8066;2,6997;1,89691;2,95859;2,07487;2,28644;3,75375;7,10071;11,1047;17,3909;17,2446;17,3107;5,86516;2,08884;1,34869;3,72024;4,81108;4,7958;8,94608;13,4467;24,0429;30,5245;13,4854
FBgn0038860;22,2011;11,9658;10,2442;9,52242;9,01337;5,69023;6,12033;4,76282;3,96904;3,50432;4,35184;4,96684;3,43443;2,74187;2,01402;2,15344;2,86394;3,61269;3,44406;3,64834;4,51047;4,45677;3,43069;3,00292
FBgn0052212;7,78311;5,69726;0,963728;10,3003;9,13023;8,52188;5,12822;5,54775;2,94719;2,11259;1,46029;1,78233;3,37651;3,34776;4,6051;4,33867;7,43386;0,0411857;0,126178;12,1203;15,2017;0,308033;7,58244;13,8582
FBgn0036292;27,155;18,2503;14,1477;12,169;13,3835;14,8603;11,1647;10,9936;6,82411;5,59388;4,13383;4,96979;4,94724;5,42905;4,41319;5,20958;7,23133;9,06369;8,76966;9,43053;11,3648;8,71673;5,88018;5,21745
FBgn0033375;5,88718;11,1767;19,6505;15,1279;13,3349;20,3848;12,4837;10,0189;8,41384;7,22597;7,00243;6,97652;11,8979;11,7406;10,6741;6,07275;7,61225;7,80648;8,18161;8,15157;9,79684;10,3913;9,33533;6,15589
FBgn0027490;25,0113;10,9018;18,2945;14,9546;11,2178;6,1546;5,56924;3,46889;2,46144;2,08521;2,23613;2,59404;3,30554;1,88986;1,58981;2,04033;2,88375;3,23317;2,94166;4,00646;4,11368;2,5547;1,53045;1,25653
FBgn0033139;0,0679779;0,0517707;0,338882;2,46273;2,78634;2,26455;1,67822;3,06366;23,5029;34,8647;22,3472;34,0043;15,0651;22,4353;17,8136;45,5024;56,1323;64,8681;55,7934;19,8869;6,27257;5,34643;2,09821;7,38606
FBgn0036616;0,261299;0,335813;0,162828;0,332805;0,803277;3,64679;4,78691;14,0164;55,0814;122,097;188,937;203,511;74,8108;30,1017;42,2301;30,3958;26,6042;28,7322;28,7108;46,621;15,9298;28,1339;63,1923;24,4153
FBgn0085290;22,8064;28,8421;15,3929;8,00332;10,6102;6,85779;8,21356;2,44568;2,53131;1,43675;2,3218;4,4587;0,30637;1,18204;1,15146;2,47592;3,23862;2,6649;2,89827;3,24692;2,89306;1,5763;1,22666;1,19402
FBgn0025830;23,9237;15,066;25,4326;20,5529;16,6799;13,8142;13,5055;8,91445;6,20991;4,8926;3,9328;4,64986;5,97962;5,78337;4,28892;4,87828;6,63219;8,24809;7,98931;7,52424;9,60454;6,49557;4,07552;3,19244
FBgn0038903;10,897;5,22057;10,198;14,1965;13,098;9,80311;9,88039;5,27593;5,30854;4,8009;14,4959;11,8513;25,4316;12,127;6,21919;3,55835;3,38528;4,43082;3,36714;4,18369;3,72044;4,81048;2,98792;2,74324
FBgn0015331;21,2778;31,04;31,9472;35,7823;31,2392;27,2794;23,9091;14,4057;9,75055;8,2983;6,9759;6,75819;9,09891;6,62178;6,06806;9,57044;15,2928;17,2009;19,146;20,4431;28,3606;17,7581;13,4481;8,61447
FBgn0037622;20,7348;8,13975;13,0071;16,9165;15,1535;12,0895;11,4431;5,05054;3,80172;2,68414;2,28136;2,76581;4,5197;4,17211;3,54643;5,78206;8,28024;9,78035;9,05609;10,5231;14,1495;7,51988;3,56065;2,3294
FBgn0031182;10,9877;0,346947;0,144194;0,368399;0,577972;1,9563;2,37598;2,29544;0,901071;0,321551;0,0413555;0,0587935;0,00826053;0,0328827;0,183228;3,99776;3,0496;2,29118;2,21768;2,48013;8,88606;8,24823;8,39837;1,9406
FBgn0259240;13,8284;24,8806;44,5016;35,2191;29,7766;24,9005;31,451;39,4215;25,4811;22,0487;14,9533;13,081;14,1744;3,47909;2,08606;2,62569;11,2353;12,0567;14,9753;17,323;29,6891;21,2905;10,7952;6,40632
FBgn0022246;6,65763;9,39232;12,9181;17,1634;15,2267;15,7822;13,7695;6,012;5,12456;3,27686;4,35805;4,87579;10,0947;9,00947;6,41014;6,78601;7,08306;10,4596;7,64157;9,77372;9,48942;6,79797;4,41174;2,93243
FBgn0033134;0,229848;0,242374;0,156695;0,690584;1,92048;11,2646;17,9888;32,8585;51,4355;44,386;55,9515;56,7761;39,4122;24,3881;34,7147;37,0816;34,2539;35,7256;19,9274;11,4747;12,5666;14,1235;22,8743;29,2927
FBgn0004003;0,257672;1,81143;4,42453;48,3863;106,287;198,491;105,696;15,5634;8,67203;13,4573;7,70832;10,4368;17,148;26,415;12,8264;9,07323;30,3925;63,0962;51,0124;8,43381;38,7601;46,2882;8,03143;13,5208
FBgn0032666;0,0971854;0,124963;0,178532;0,501361;1,10379;1,49071;2,16623;4,78979;8,44393;7,14239;9,05823;11,004;16,5224;6,88093;7,25289;5,65242;12,6684;21,0397;28,8738;48,8716;65,0107;72,189;15,3569;17,0538
FBgn0034049;19,6404;36,6278;50,4552;52,8263;39,8975;32,4019;27,9988;20,6757;18,79;15,9041;9,96812;10,0235;6,93434;6,4064;7,29854;6,98518;12,9003;23,2724;24,1144;27,9815;25,2359;21,8104;13,5747;19,0914
FBgn0024222;21,9682;10,6862;15,3937;12,9642;16,2112;14,7019;14,3105;6,19186;7,08389;4,46723;8,5825;11,2781;4,63612;6,12567;7,28144;6,83408;9,88032;13,7949;12,9566;9,41914;10,9619;9,00206;6,50583;5,32536
FBgn0031327;0,0811633;0,0824165;0,0549475;0,428811;1,21058;8,85071;10,1262;8,52754;7,17772;14,2148;12,8366;13,2889;7,8226;5,91074;16,9213;18,0385;22,2867;22,3411;25,1394;79,7677;36,1811;10,8634;5,09922;70,8295
FBgn0001324;15,3875;14,3405;36,8784;35,5796;25,8792;15,1179;17,1554;14,4177;8,82506;8,59992;5,87764;5,20312;6,97931;5,53437;5,44681;6,77437;13,8063;12,4595;11,7219;15,7386;24,8062;10,8043;6,67671;7,03364
FBgn0038303;18,939;20,7808;14,8662;13,4963;15,2081;15,8932;14,2768;11,9211;10,6541;8,81537;12,8698;14,2302;6,05759;6,27072;5,00281;7,27663;10,6844;15,0561;15,6742;10,0784;10,5066;9,4856;6,59888;4,44249
FBgn0039356;16,9264;14,1276;14,1622;25,6074;30,7854;34,3781;28,2545;13,6313;7,76022;6,12279;5,45542;6,08299;3,92045;3,73881;4,82133;17,7952;18,7539;21,2178;16,0136;13,6555;14,9013;10,5996;6,47799;4,26471
FBgn0034639;0,0324373;0,296444;0,188657;0,881365;3,85575;3,93823;4,83536;8,28109;9,82915;13,2397;22,7355;21,3751;17,9099;11,23;12,2235;12,3383;13,4308;15,1311;18,7432;22,7247;12,5134;12,6099;4,66523;21,7031
FBgn0031579;0;0;0,0331112;0,304543;0,428786;0,886781;0,975507;4,51802;7,4252;37,6031;86,4557;46,5196;50,3959;25,4433;29,75;34,1066;45,9006;19,3281;6,65852;0,976305;1,67713;1,18953;0,667374;9,08329
FBgn0038893;11,1763;6,9803;6,13023;5,70451;8,17817;10,1015;9,82278;5,36702;7,1282;6,11996;9,80618;11,4787;15,8123;14,1388;9,25651;5,92913;6,7027;7,91384;6,60246;6,56556;6,70573;5,89347;3,99235;2,45771
FBgn0029970;37,0063;33,7976;24,1426;16,0459;12,253;6,43904;5,0254;5,5065;5,01542;2,42212;6,70108;7,10719;0,0743613;0,0637559;0,341595;1,69447;3,08774;4,17514;4,32626;7,01161;7,74776;1,31313;0,256496;0,625873
FBgn0037562;0,120898;0,103583;0,284607;0,333629;0,309717;0,0943942;0,189705;0,304586;1,09999;0,939714;0,960315;1,42765;1,42712;3,70177;3,02413;6,42225;2,53504;3,1362;1,97127;2,49417;0,537057;0,751807;1,23065;2,04942
FBgn0031652;15,0859;6,85116;12,8285;10,6639;10,3759;12,3482;8,47757;10,3324;9,35943;11,749;8,05925;9,37942;7,90602;5,94873;5,52484;5,23845;5,6794;5,76028;5,20906;9,90006;7,53386;7,4776;6,98339;14,2768
FBgn0011660;23,7073;10,058;8,93534;6,91759;6,7472;3,027;3,68342;2,46427;2,19866;1,22514;2,18495;3,14036;1,44494;2,03732;1,40427;3,21219;4,57642;6,27227;6,36012;7,41334;8,10578;5,59853;3,5444;2,14466
FBgn0038098;0,427806;0,765475;0,485616;0,945389;2,44299;2,11048;1,72371;4,5179;8,81346;9,72337;15,7416;14,3921;29,8982;29,2555;11,3488;8,00843;7,31696;8,62619;2,05703;0,695655;0,979877;1,31831;1,93648;2,04427
FBgn0263258;4,25226;3,02146;1,86323;3,75707;7,10326;18,8983;15,6454;19,5886;37,4547;52,7109;25,9148;23,3421;12,0738;9,61153;10,4945;6,01827;12,4401;11,6301;11,7638;27,0647;40,6507;38,2483;38,9919;31,1202
FBgn0042213;10,9163;6,07445;16,1821;18,3788;22,9814;36,7303;33,316;9,85033;12,522;10,9462;7,03621;11,2868;6,69372;14,2047;9,67339;12,2259;12,6001;17,9957;20,4921;13,6587;16,2642;17,3835;13,1877;7,97258
FBgn0030258;0,0225743;0;0,0125051;0;0,0231281;0,0176221;0,0424905;0,0189497;0,175002;1,80366;9,58659;11,8908;28,5533;6,96284;2,60322;3,00338;4,65301;4,52059;3,68938;2,38431;1,03055;3,04939;16,1071;45,8078
FBgn0030420;20,3415;2,77558;3,83479;6,34734;5,79286;3,47607;5,30279;1,84911;1,98236;1,38245;1,37726;1,9295;1,88716;1,54847;1,56064;1,90123;3,18006;4,18862;4,39562;4,47373;5,45465;4,17457;2,88299;1,38154
FBgn0038466;0,118626;0,225858;0,83668;1,30272;0,988675;0,327258;0,82398;7,32541;36,4715;94,6641;98,7595;92,6226;50,3867;39,9614;24,1391;23,4946;8,64167;2,62299;1,69226;15,9754;5,02926;3,41158;2,84611;9,89783
FBgn0085227;0,209221;0,0478016;0,115889;0,31977;0,343029;1,20882;2,36373;7,06317;16,1226;27,835;48,6066;36,9056;33,3969;14,1823;21,3143;8,50706;5,19029;2,40355;1,59454;19,3874;8,49185;4,16334;6,78759;24,3735
FBgn0038118;19,9978;15,797;10,2424;4,50495;3,81281;1,96613;1,94843;2,16213;1,97857;1,27768;1,17531;1,48934;2,24181;2,68508;1,98023;2,01023;2,68755;2,26863;2,02672;2,95582;3,06964;1,46257;1,20039;1,33009
FBgn0052039;14,019;7,68417;4,29259;3,84464;6,84818;8,63418;5,98447;3,03465;4,85682;6,54776;6,03118;8,34392;3,63066;4,052;3,76213;7,93759;11,0578;20,4703;23,0195;27,4696;15,2279;12,2064;9,52115;7,38028
FBgn0031603;20,3737;35,1867;53,7493;39,7731;38,5143;43,369;34,8005;17,7525;17,9539;13,5474;18,8555;21,1215;8,18607;10,6529;8,57901;13,8297;16,8554;18,7187;23,6563;22,8588;29,0532;23,4677;15,6231;10,6996
FBgn0019929;0;0,0150635;0;0,0111964;0;0,11325;0,0827636;0,0332207;0,114758;0,438576;1,03902;0,786219;0,441857;0,007995;0,0171344;0,294023;0,514045;0,659689;1,31418;10,0313;11,074;4,81683;4,23459;33,3621
FBgn0032358;8,3812;19,1126;34,7433;24,5769;16,5412;11,9701;13,6054;5,3289;5,63697;6,72697;6,83167;9,00216;3,14905;3,44241;7,15027;16,5;25,5695;34,7281;36,0473;37,8405;22,3246;15,507;9,08654;10,9786
FBgn0032481;27,7543;9,09602;10,1814;11,6471;14,0334;8,57032;10,4523;8,58382;6,31456;3,75706;5,65132;6,01765;5,19671;3,26254;2,75779;5,85239;13,8558;14,5148;15,1095;28,046;48,4504;52,1373;53,8333;54,5977
FBgn0032251;25,425;25,3129;16,6522;14,7455;15,5689;8,20515;10,6387;5,96549;6,74176;3,4093;8,20549;8,19722;1,25565;1,67236;1,68192;3,23377;5,04224;7,22359;6,39131;7,29832;6,98917;5,91356;4,05793;1,77496
FBgn0052137;0,208502;1,61032;7,27594;3,02376;6,57712;12,3451;11,0497;12,7854;18,8346;30,8429;31,1196;31,4311;22,2131;17,8162;23,9773;18,537;28,7427;33,9405;40,1521;27,6686;30,6097;30,5799;33,0709;32,7766
FBgn0034050;15,9584;19,0645;30,4347;22,2973;21,8953;25,4235;20,8445;11,4443;13,8813;10,6648;9,03154;12,5136;9,11214;10,5038;7,41949;10,0615;10,1148;18,1185;18,9233;14,7904;17,1077;19,1155;14,8881;11,3434
FBgn0001250;0,599714;6,81999;13,769;14,5259;13,9;20,0939;32,1091;50,8126;79,898;135,301;69,7513;69,4886;32,2851;25,9982;36,7902;16,5685;20,8263;17,5571;14,5598;15,5214;15,8109;19,39;57,2346;40,0746
FBgn0035150;18,0187;5,17581;14,9294;13,0761;10,9657;8,41853;7,54211;3,91677;4,15302;3,86245;2,46674;3,32891;4,12559;3,96955;3,89229;3,89087;5,2017;6,50568;6,38146;7,0671;8,72363;6,64579;5,52097;3,57832
FBgn0034959;1,51854;5,23089;10,4171;12,8146;12,2691;14,6837;16,8262;18,7756;16,4873;14,0372;9,32301;9,75067;12,9169;7,132;4,62949;6,02126;8,27945;10,0645;9,63869;11,8082;17,3913;21,5509;24,3639;12,0239
FBgn0038079;0,0324589;0,456575;0,664052;0,61961;2,10003;7,84002;9,70694;13,1283;16,0703;15,2617;6,87511;6,41963;7,12756;6,73495;13,4144;20,9552;43,2003;68,0624;70,2723;109,062;29,507;9,81655;22,7781;76,5804
FBgn0051077;0;0;0,00346282;0,0265414;0,00640617;0,00488111;0;0,00525002;0,00989223;0,0180809;0,00794524;0;0,0095221;0,00379046;0;0;0;0,0231675;0,151183;0,0161216;0,00584655;0,0133289;0,0328448;8,47801
FBgn0003943;13,3028;7,10718;14,2067;30,587;30,0505;32,5493;30,508;11,8283;13,6658;8,93979;5,90719;10,423;3,30666;7,39768;5,28868;12,1743;15,0223;24,4428;38,4197;43,8641;34,5243;24,7709;25,0416;15,5946
FBgn0036126;12,275;7,80286;12,1726;14,1946;18,3476;20,9023;22,0579;8,45052;18,1385;15,3448;13,1027;20,6172;5,64613;7,48597;7,44158;10,8241;15,7065;21,6609;20,8156;21,9558;22,2656;21,431;16,9546;10,224
FBgn0038484;0,0173547;0;0;0;0,0355675;0,0271003;0,0108928;0,0437228;0,46684;1,66893;13,4764;20,1981;16,5607;14,3526;15,1318;49,2137;36,2056;12,2357;4,68018;0,238689;0,162302;0,234342;0,102576;0,524581
FBgn0260006;0,603153;0,518409;0,518638;0,6292;1,83065;1,56079;1,66932;18,0225;132,302;51,0332;35,4731;36,0872;19,6118;14,2206;21,8928;8,29542;9,62916;8,94075;2,75726;11,2088;6,15108;4,9683;19,1489;9,87834
